Galatasaray,Fenerbahçe,Fri Nov  2 20:38:03 2018,927,Maçın sıfırdan bire bitme ihtimali %100.0.
Kasımpaşa,Antalyaspor,Fri Nov  2 21:16:05 2018,927,Maçın sıfırdan sıfıra bitme ihtimali %28.9.,Maçın sıfırdan ikiye bitme ihtimali %9.7.,Maçın birden sıfıra bitme ihtimali %3.5.,Maçın birden bire bitme ihtimali %51.9.,Maçın ikiden bire bitme ihtimali %6.0.
Kasımpaşa,Antalyaspor,Fri Nov  2 23:17:13 2018,927,Maçı ev sahibinin kazanma ihtimali %100.0.
Akhisarspor,BB Erzurumspor,Fri Nov  2 23:30:39 2018,927,Maçın sıfırdan sıfıra bitme ihtimali %100.0.
Akhisarspor,BB Erzurumspor,Fri Nov  2 23:34:35 2018,927,Maçı ev sahibinin kazanma ihtimali %100.0.
Medipol Başakşehir,Beşiktaş,Fri Nov  2 23:35:52 2018,927,Maçın sıfırdan sıfıra bitme ihtimali %100.0.
Medipol Başakşehir,Beşiktaş,Fri Nov  2 23:36:48 2018,927,Maçı ev sahibinin kazanma ihtimali %100.0.
Yeni Malatyaspor,Trabzonspor,Thu Nov  8 18:11:16 2018,936,Maçın ikiden ikiye bitme ihtimali %100.0.
Beşiktaş,Sivasspor,Thu Nov  8 18:12:45 2018,936,Maçın sıfırdan bire bitme ihtimali %66.4.,Maçın sıfırdan ikiye bitme ihtimali %22.2.,Maçın birden bire bitme ihtimali %11.4.
Kayserispor,Galatasaray,Thu Nov  8 18:13:46 2018,936,Maçın sıfırdan ikiye bitme ihtimali %48.7.,Maçın birden sıfıra bitme ihtimali %6.0.,Maçın ikiden ikiye bitme ihtimali %45.3.
Bursaspor,Kasımpaşa,Thu Nov  8 18:14:25 2018,936,Maçın sıfırdan bire bitme ihtimali %74.5.,Maçın ikiden ikiye bitme ihtimali %25.5.
Antalyaspor,Akhisarspor,Thu Nov  8 18:15:26 2018,936,Maçın sıfırdan sıfıra bitme ihtimali %37.0.,Maçın sıfırdan bire bitme ihtimali %63.0.
BB Erzurumspor,Göztepe,Thu Nov  8 18:16:27 2018,936,Maçın sıfırdan sıfıra bitme ihtimali %34.0.,Maçın sıfırdan ikiye bitme ihtimali %66.0.
Çaykur Rizespor,Medipol Başakşehir,Thu Nov  8 18:20:41 2018,936,Maçın sıfırdan ikiye bitme ihtimali %29.2.,Maçın ikiden sıfıra bitme ihtimali %32.0.,Maçın ikiden bire bitme ihtimali %38.8.
Atiker Konyaspor,MKE Ankaragücü,Thu Nov  8 18:21:44 2018,936,Maçın sıfırdan ikiye bitme ihtimali %100.0.
Fenerbahçe,Alanyaspor,Thu Nov  8 18:22:19 2018,936,Maçın sıfırdan bire bitme ihtimali %64.5.,Maçın sıfırdan ikiye bitme ihtimali %21.3.,Maçın birden bire bitme ihtimali %14.2.
Beşiktaş,Sivasspor,Thu Nov  8 18:29:39 2018,936,Maçı ev sahibinin kazanma ihtimali %100.0.
Kayserispor,Galatasaray,Thu Nov  8 18:30:43 2018,936,Maçı ev sahibinin kazanma ihtimali %100.0.
Bursaspor,Kasımpaşa,Thu Nov  8 18:35:04 2018,936,Maçı ev sahibinin kazanma ihtimali %100.0.
Yeni Malatyaspor,Trabzonspor,Thu Nov  8 18:35:40 2018,936,Maçın berabere bitme ihtimali %100.0.
Antalyaspor,Akhisarspor,Thu Nov  8 18:36:10 2018,936,Maçın berabere bitme ihtimali %50.4.,Maçı ev sahibinin kazanma ihtimali %49.6.
BB Erzurumspor,Göztepe,Thu Nov  8 18:36:39 2018,936,Maçı ev sahibinin kazanma ihtimali %100.0.
Çaykur Rizespor,Medipol Başakşehir,Thu Nov  8 18:37:34 2018,936,Maçın berabere bitme ihtimali %100.0.
Atiker Konyaspor,MKE Ankaragücü,Thu Nov  8 18:38:07 2018,936,Maçı ev sahibinin kazanma ihtimali %100.0.
Fenerbahçe,Alanyaspor,Thu Nov  8 18:38:37 2018,936,Maçın berabere bitme ihtimali %100.0.


MKE Ankaragücü,Beşiktaş,Fri Nov 23 16:48:33 2018,945,Maçın sıfırdan bire bitme ihtimali %20.0.,Maçın sıfırdan ikiye bitme ihtimali %11.5.,Maçın birden sıfıra bitme ihtimali %9.7.,Maçın birden ikiye bitme ihtimali %34.0.,Maçın ikiden ikiye bitme ihtimali %24.8.
Trabzonspor,Fenerbahçe,Fri Nov 23 16:49:18 2018,945,Maçın sıfırdan sıfıra bitme ihtimali %16.2.,Maçın birden bire bitme ihtimali %33.0.,Maçın ikiden ikiye bitme ihtimali %50.8.
Alanyaspor,Kayserispor,Fri Nov 23 16:50:12 2018,945,Maçın sıfırdan sıfıra bitme ihtimali %35.4.,Maçın birden sıfıra bitme ihtimali %64.6.
BB Erzurumspor,Antalyaspor,Fri Nov 23 16:50:51 2018,945,Maçın sıfırdan sıfıra bitme ihtimali %71.5.,Maçın sıfırdan bire bitme ihtimali %21.0.,Maçın ikiden sıfıra bitme ihtimali %7.5.
Akhisarspor,Bursaspor,Fri Nov 23 16:51:57 2018,945,Maçın sıfırdan sıfıra bitme ihtimali %39.2.,Maçın sıfırdan bire bitme ihtimali %60.8.
Sivasspor,Çaykur Rizespor,Fri Nov 23 16:52:33 2018,945,Maçın sıfırdan bire bitme ihtimali %100.0.
Kasımpaşa,Yeni Malatyaspor,Fri Nov 23 16:53:10 2018,945,Maçın sıfırdan ikiye bitme ihtimali %59.7.,Maçın ikiden ikiye bitme ihtimali %40.3.
Galatasaray,Atiker Konyaspor,Fri Nov 23 16:53:47 2018,945,Maçın sıfırdan bire bitme ihtimali %51.9.,Maçın birden sıfıra bitme ihtimali %48.1.
Göztepe,Medipol Başakşehir,Fri Nov 23 16:55:53 2018,945,Maçın sıfırdan sıfıra bitme ihtimali %73.2.,Maçın sıfırdan ikiye bitme ihtimali %16.8.,Maçın birden bire bitme ihtimali %10.0.

MKE Ankaragücü,Beşiktaş,Fri Nov 23 18:58:48 2018,945,Maçı ev sahibinin kazanma ihtimali %74.2.,Maçı konuk takımın kazanma ihtimali %25.8.
Trabzonspor,Fenerbahçe,Fri Nov 23 18:47:31 2018,945,Maçın berabere bitme ihtimali %24.0.,Maçı ev sahibinin kazanma ihtimali %24.2.,Maçı konuk takımın kazanma ihtimali %51.8.
Alanyaspor,Kayserispor,Fri Nov 23 18:48:43 2018,945,Maçı ev sahibinin kazanma ihtimali %100.0.
BB Erzurumspor,Antalyaspor,Fri Nov 23 18:49:38 2018,945,Maçı ev sahibinin kazanma ihtimali %100.0.
Akhisarspor,Bursaspor,Fri Nov 23 18:50:34 2018,945,Maçı ev sahibinin kazanma ihtimali %100.0.
Sivasspor,Çaykur Rizespor,Fri Nov 23 18:51:33 2018,945,Maçı ev sahibinin kazanma ihtimali %100.0.
Kasımpaşa,Yeni Malatyaspor,Fri Nov 23 18:52:36 2018,945,Maçı ev sahibinin kazanma ihtimali %100.0.
Galatasaray,Atiker Konyaspor,Fri Nov 23 18:53:43 2018,945,Maçı ev sahibinin kazanma ihtimali %100.0.
Göztepe,Medipol Başakşehir,Fri Nov 23 18:54:30 2018,945,Maçı ev sahibinin kazanma ihtimali %100.0.

Fenerbahçe,Trabzonspor,Fri Apr 26 19:49:13 2019,946,Maçın sıfırdan bire bitme ihtimali %54.2.,Maçın birden sıfıra bitme ihtimali %45.8.
